Subtype,Route,Sub-route,Shape,Tumor_model,Cancer_type,Tumor_Vol_Reduction_(%)
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Brain,96.2099598
Gold,Local,Intratumoral,Rod,Xenograft heterotopic,Liver,95
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,52.10128032
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,94.3877551
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,79.49982388
Gold,Systemic,IV,Other,Xenograft heterotopic,Brain,99.48263119
Gold,Systemic,IV,Rod,Allograft heterotopic,Breast,78.99528399
Gold,Systemic,IV,Triangle,Xenograft heterotopic,Brain,26.35253054
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,75.14792899
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,47.74576343
Gold,Systemic,IV,Other,Xenograft heterotopic,Colon,62.69430052
Gold,Systemic,IV,Spherical,Allograft orthotopic,Skin,95.55820286
Gold,Systemic,IV,Other,Xenograft heterotopic,Breast,76.34408602
Gold,Local,Intratracheal instillation,Spherical,Allograft orthotopic,Lung,85
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,93.47826087
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,94.15489637
Gold,Local,Intratumoral,Spherical,Xenograft orthotopic,Skin,80.90208656
Gold,Local,Intratumoral,Other,Allograft orthotopic,Oral,59.08303864
Gold,Systemic,IV,Other,Xenograft heterotopic,Brain,95.85081585
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Breast,95.60540616
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Other,70.88948787
Gold,Systemic,IV,Rod,Allograft heterotopic,Breast,86.93972179
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Lung,91.25507442
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,62.93995859
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,99.6015551
Gold,Local,Intratumoral,Other,Allograft heterotopic,Breast,98.50448654
Gold,Systemic,IV,Spherical,Xenograft orthotopic,Breast,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Colon,76.21254154
Gold,Systemic,IV,Spherical,Allograft heterotopic,Breast,95.87194608
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,47.22222222
Gold,Systemic,Sub-cutaneous,Spherical,Allograft orthotopic,Skin,98.29894313
Gold,Systemic,IV,Spherical,Allograft heterotopic,Breast,92.77135835
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,99.79585341
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,95.62607204
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Prostate,82.55813953
Gold,Systemic,IV,Spherical,Allograft orthotopic,Skin,99.65543232
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,37.74834437
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Other,100
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,98.12734082
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Lung,91.12746573
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,99.64705882
Gold,Systemic,IV,Other,Xenograft heterotopic,Breast,64.09
Gold,Systemic,Sub-cutaneous,Spherical,Xenograft heterotopic,Liver,77.76036942
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Ovary,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,82.42004482
Gold,Systemic,IV,Other,Allograft heterotopic,Breast,88.01843318
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,22.02797203
Gold,Systemic,IV,Rod,Xenograft heterotopic,Oral,100
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Oral,24.31507276
Gold,Systemic,IV,Star,Xenograft heterotopic,Breast,96.9348659
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,97.72077786
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Liver,97.23127036
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,94.13118527
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Other,81.63265306
Gold,Systemic,IV,Spherical,Allograft heterotopic,Colon,58.7392916
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,96.71490027
Gold,Local,Intratumoral,Spherical,Allograft heterotopic,Cervix,79.65
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Pancreas,84.22424204
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,87.66784875
Gold,Local,Intratumoral,Rod,Allograft heterotopic,Lung,100
Gold,Systemic,IV,Cube,Allograft heterotopic,Breast,99.23780488
Gold,Systemic,IV,Rod,Xenograft heterotopic,Breast,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Other,88.77677326
Gold,Systemic,IV,Star,Xenograft heterotopic,Brain,100
Gold,Systemic,IV,Spherical,Allograft heterotopic,Breast,98.55297158
Gold,Systemic,IV,Rod,Allograft orthotopic,Skin,99.93631925
Gold,Systemic,IV,Star,Xenograft heterotopic,Breast,99.23896499
Gold,Local,Sub-cutaneous,Spherical,Allograft heterotopic,Other,97.57473209
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,92.47329631
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Brain,99.41137999
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Lung,67.04093291
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Brain,100
Gold,Local,IV,Other,Xenograft heterotopic,Prostate,67.1875
Gold,Local,Intratumoral,Other,Allograft heterotopic,Breast,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Gastric,75.04215852
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Breast,95.35454113
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Other,83.8
Gold,Systemic,IV,Spherical,Xenograft orthotopic,Breast,80.49295525
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,99.41291585
Gold,Systemic,IP,Spherical,Xenograft orthotopic,Breast,44.29641688
Gold,Systemic,IV,Other,Xenograft heterotopic,Other,100
Gold,Local,Intratumoral,Spherical,Allograft heterotopic,Liver,84.20661464
Gold,Systemic,IV,Star,Allograft orthotopic,Skin,86.50065531
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,99.83686786
Gold,Systemic,IV,Star,Allograft heterotopic,Colon,72.63157895
Gold,Systemic,IV,Cube,Xenograft heterotopic,Other,97.64798893
Gold,Local,Intratumoral,Rod,Allograft heterotopic,Breast,86.08270342
Gold,Local,Intratumoral,Star,Xenograft heterotopic,Breast,92.98245614
Gold,Systemic,IV,Spherical,Allograft heterotopic,Breast,96.09756098
